Crop,Season,Area,Fertilizer,Temperature,rainfall,yeild
moth,kharif,3693.0,613.0,17.0,135.0,5.64
onion,kharif,187.0,31.0,29.0,135.0,8.88
onion,rabi,462.0,76.0,35.0,135.0,24.03
peas and beans  pulses,kharif,262.0,43.0,34.0,135.0,5.57
peas and beans  pulses,rabi,724.0,120.0,30.0,135.0,9.2
sannhamp,kharif,156.0,25.0,17.0,135.0,5.64
sesamum,kharif,4626.0,768.0,28.0,135.0,4.41
small millets,kharif,3427.0,569.0,28.0,135.0,3.89
sugarcane,kharif,18.0,2.0,20.0,135.0,15.0
turmeric,kharif,9.0,1.0,17.0,135.0,10.0
masoor,rabi,1576.0,261.0,28.0,69.0,7.89
arhar/tur,rabi,1555.0,258.0,21.0,109.0,14.23
bajra,kharif,64.0,10.0,23.0,109.0,3.75
barley,rabi,2024.0,336.0,39.0,109.0,13.78
castor seed,kharif,85.0,14.0,18.0,109.0,6.0
cotton lint,kharif,631.0,104.0,19.0,109.0,17.31
groundnut,autumn,2239.0,371.0,19.0,109.0,8.69
horse-gram,kharif,2363.0,392.0,17.0,109.0,5.04
jowar,autumn,25.0,4.0,37.0,109.0,4.0
linseed,rabi,4116.0,683.0,25.0,109.0,3.51
moong green gram,kharif,869.0,144.0,23.0,109.0,7.05
moong green gram,rabi,1820.0,302.0,38.0,109.0,6.6
niger seed,kharif,3714.0,616.0,25.0,109.0,6.81
safflower,rabi,526.0,87.0,16.0,109.0,8.38
sannhamp,kharif,714.0,118.0,18.0,109.0,39.89
sesamum,autumn,1057.0,175.0,36.0,109.0,6.16
sesamum,winter,1327.0,220.0,20.0,109.0,6.52
small millets,kharif,952.0,158.0,32.0,109.0,6.67
small millets,rabi,505.0,83.0,36.0,109.0,14.22
soyabean,kharif,529.0,87.0,22.0,109.0,5.97
sunflower,kharif,6555.0,1088.0,35.0,109.0,11.23
bajra,kharif,4457.0,746.0,19.0,109.0,11.25
castor seed,kharif,102.0,17.0,18.0,109.0,9.61
groundnut,kharif,812.0,136.0,24.0,109.0,10.21
jowar,kharif,2016.0,337.0,22.0,109.0,10.65
safflower,kharif,282.0,47.0,37.0,109.0,8.05
sesamum,kharif,2555.0,428.0,25.0,109.0,8.79
small millets,kharif,5799.0,971.0,25.0,109.0,7.61
bajra,kharif,62.0,10.0,34.0,130.0,4.68
barley,rabi,2865.0,479.0,25.0,130.0,7.62
castor seed,kharif,49.0,8.0,32.0,130.0,3.27
coriander,whole year,3465.0,580.0,36.0,130.0,2.89
cotton lint,kharif,85.0,14.0,25.0,130.0,14.12
dry chillies,whole year,6223.0,1042.0,21.0,130.0,9.19
garlic,whole year,1204.0,201.0,31.0,130.0,29.48
ginger,whole year,2050.0,343.0,27.0,130.0,11.9
horse-gram,rabi,1777.0,297.0,29.0,130.0,3.93
jowar,kharif,5329.0,892.0,40.0,130.0,7.68
mesta,kharif,1215.0,203.0,18.0,130.0,20.12
moong green gram,rabi,6698.0,1122.0,37.0,130.0,2.36
onion,whole year,5284.0,885.0,31.0,130.0,51.76
safflower,rabi,477.0,79.0,33.0,130.0,2.81
sannhamp,whole year,1398.0,234.0,24.0,130.0,20.52
sunflower,kharif,3489.0,584.0,16.0,130.0,3.74
sweet potato,whole year,2933.0,491.0,17.0,130.0,51.0
tobacco,whole year,21.0,3.0,33.0,130.0,4.29
turmeric,whole year,1047.0,175.0,27.0,130.0,9.45
urad,rabi,3820.0,639.0,24.0,130.0,2.63
urad,summer,7000.0,1172.0,33.0,89.0,6.29
castor seed,kharif,2932.0,491.0,22.0,47.0,4.43
coriander,whole year,275.0,46.0,17.0,47.0,10.91
garlic,whole year,1252.0,209.0,31.0,47.0,9.58
ginger,kharif,64.0,10.0,25.0,47.0,15.62
groundnut,kharif,2084.0,349.0,24.0,47.0,9.6
horse-gram,kharif,423.0,70.0,25.0,47.0,2.36
masoor,rabi,3794.0,635.0,31.0,47.0,8.96
moth,kharif,2481.0,415.0,32.0,47.0,2.42
peas and beans  pulses,rabi,1153.0,193.0,22.0,47.0,8.67
sesamum,kharif,1970.0,330.0,39.0,47.0,3.55
sunflower,kharif,2978.0,498.0,25.0,47.0,10.41
turmeric,whole year,267.0,44.0,25.0,47.0,7.49
urad,kharif,2013.0,337.0,21.0,47.0,3.48
arhar/tur,kharif,12.0,2.0,24.0,110.0,3.33
bajra,kharif,223.0,37.0,19.0,110.0,5.47
coriander,rabi,129.0,21.0,25.0,110.0,3.26
cotton lint,kharif,19.0,3.0,33.0,110.0,22.63
dry chillies,kharif,620.0,103.0,19.0,110.0,2.85
garlic,rabi,4110.0,688.0,22.0,110.0,14.11
ginger,kharif,2103.0,352.0,30.0,110.0,17.77
gram,rabi,612.0,102.0,25.0,110.0,10.03
groundnut,kharif,114.0,19.0,26.0,110.0,9.3
horse-gram,kharif,2066.0,346.0,18.0,110.0,4.99
linseed,rabi,1040.0,174.0,20.0,110.0,2.97
masoor,rabi,598.0,100.0,33.0,110.0,9.2
moong green gram,kharif,256.0,42.0,28.0,110.0,5.04
moth,kharif,16.0,2.0,21.0,110.0,2.5
peas and beans  pulses,kharif,1295.0,216.0,28.0,110.0,13.17
peas and beans  pulses,rabi,1019.0,170.0,23.0,110.0,16.54
ragi,kharif,2179.0,365.0,37.0,110.0,11.23
sesamum,kharif,2876.0,481.0,16.0,110.0,3.16
small millets,kharif,5342.0,894.0,31.0,110.0,6.04
soyabean,kharif,543.0,90.0,22.0,110.0,17.85
turmeric,kharif,197.0,33.0,28.0,110.0,4.97
castor seed,kharif,1778.0,297.0,37.0,85.0,2.87
horse-gram,rabi,126.0,21.0,19.0,85.0,2.46
jowar,rabi,2593.0,434.0,18.0,85.0,15.4
mesta,kharif,394.0,66.0,19.0,85.0,17.44
moong green gram,rabi,2899.0,485.0,27.0,85.0,2.4
ragi,kharif,262.0,43.0,31.0,85.0,2.6
safflower,rabi,157.0,26.0,39.0,85.0,2.1
sannhamp,kharif,3283.0,549.0,19.0,85.0,13.4
sunflower,whole year,55.0,9.0,34.0,85.0,5.09
sweet potato,whole year,4924.0,824.0,37.0,85.0,46.46
tobacco,whole year,182.0,30.0,30.0,85.0,2.75
turmeric,whole year,995.0,166.0,38.0,85.0,7.24
urad,rabi,6464.0,1082.0,26.0,85.0,2.94
sesamum,rabi,3200.0,536.0,26.0,117.0,3.03
sunflower,summer,5600.0,938.0,20.0,117.0,9.29
arhar/tur,kharif,545.0,91.0,39.0,153.0,9.61
cowpea lobia,kharif,899.0,150.0,31.0,153.0,10.9
gram,rabi,610.0,102.0,18.0,153.0,8.54
groundnut,kharif,3355.0,562.0,22.0,153.0,8.51
maize,rabi,4850.0,812.0,38.0,153.0,21.65
masoor,rabi,517.0,86.0,19.0,153.0,8.39
moong green gram,kharif,439.0,73.0,15.0,153.0,9.57
soyabean,kharif,5045.0,845.0,16.0,153.0,8.93
urad,kharif,1506.0,252.0,36.0,153.0,10.96
wheat,rabi,2150.0,360.0,36.0,153.0,24.98
arhar/tur,kharif,116.0,19.0,24.0,243.0,9.83
cotton lint,kharif,158.0,26.0,19.0,243.0,6.9
cowpea lobia,kharif,1387.0,232.0,30.0,243.0,10.51
cowpea lobia,rabi,227.0,38.0,30.0,243.0,12.47
maize,kharif,6696.0,1121.0,31.0,243.0,12.14
maize,rabi,209.0,35.0,24.0,243.0,12.82
rapeseed andmustard,kharif,10.0,1.0,24.0,243.0,4.0
rapeseed andmustard,rabi,365.0,61.0,26.0,243.0,9.32
rice,rabi,450.0,75.0,36.0,243.0,21.04
sesamum,kharif,954.0,159.0,15.0,243.0,6.34
soyabean,kharif,1143.7,191.0,39.0,243.0,12.53
sugarcane,whole year,1463.0,245.0,32.0,243.0,50.97
tapioca,kharif,391.0,65.0,39.0,243.0,33.09
tobacco,whole year,272.0,45.0,39.0,243.0,8.93
arhar/tur,kharif,2520.0,422.0,22.0,154.0,8.53
bajra,kharif,650.0,108.0,33.0,154.0,8.62
barley,rabi,460.0,77.0,23.0,154.0,15.87
castor seed,kharif,280.0,46.0,30.0,154.0,6.79
cotton lint,kharif,110.0,18.0,26.0,154.0,5.45
gram,rabi,750.0,125.0,40.0,154.0,7.2
groundnut,kharif,750.0,125.0,27.0,154.0,10.13
horse-gram,kharif,330.0,55.0,27.0,154.0,10.0
jowar,kharif,120.0,20.0,19.0,154.0,9.17
jute,kharif,3040.0,509.0,17.0,154.0,18.03
linseed,rabi,5740.0,961.0,27.0,154.0,8.07
maize,rabi,5020.0,840.0,38.0,154.0,19.6
masoor,rabi,1990.0,333.0,26.0,154.0,7.64
mesta,kharif,1580.0,264.0,22.0,154.0,19.18
peas and beans  pulses,kharif,2190.0,366.0,29.0,154.0,12.47
peas and beans  pulses,rabi,6940.0,1162.0,19.0,154.0,9.09
ragi,kharif,310.0,51.0,22.0,154.0,9.35
rice,rabi,2530.0,423.0,30.0,154.0,23.68
sesamum,kharif,3500.0,586.0,15.0,154.0,6.0
sunflower,kharif,220.0,36.0,23.0,154.0,8.18
sunflower,rabi,1910.0,319.0,34.0,154.0,5.24
urad,kharif,220.0,36.0,39.0,154.0,9.55
urad,rabi,680.0,113.0,27.0,154.0,6.62
wheat,rabi,3150.0,527.0,37.0,154.0,17.11
arhar/tur,kharif,3100.0,519.0,34.0,70.0,8.71
bajra,kharif,3000.0,502.0,28.0,70.0,10.0
gram,rabi,1800.0,301.0,29.0,70.0,12.22
groundnut,kharif,1700.0,284.0,36.0,70.0,17.06
masoor,rabi,1000.0,167.0,18.0,70.0,7.2
moong green gram,kharif,6600.0,1105.0,20.0,70.0,8.48
peas and beans  pulses,rabi,2800.0,469.0,27.0,70.0,12.5
sesamum,kharif,4800.0,804.0,39.0,70.0,3.33
urad,kharif,2800.0,469.0,32.0,70.0,3.93
arhar/tur,kharif,1621.0,271.0,34.0,229.0,7.48
cotton lint,kharif,949.0,158.0,27.0,229.0,14.2
gram,rabi,147.0,24.0,19.0,229.0,7.82
groundnut,kharif,219.0,36.0,33.0,229.0,10.73
groundnut,rabi,369.0,61.0,33.0,229.0,13.01
maize,kharif,3743.0,627.0,19.0,229.0,13.51
masoor,rabi,425.0,71.0,37.0,229.0,7.88
moong green gram,kharif,462.0,77.0,21.0,229.0,5.35
moong green gram,rabi,251.0,42.0,40.0,229.0,5.86
peas and beans  pulses,rabi,890.0,149.0,25.0,229.0,7.75
rapeseed andmustard,rabi,2131.0,356.0,32.0,229.0,7.9
sesamum,kharif,1942.0,325.0,24.0,229.0,5.64
urad,kharif,1151.0,192.0,29.0,229.0,6.18
urad,rabi,495.0,82.0,26.0,229.0,6.81
wheat,rabi,274.0,45.0,26.0,229.0,19.56
coriander,rabi,6511.0,1090.0,23.0,77.0,5.53
cotton lint,kharif,3842.0,643.0,30.0,77.0,2.37
ginger,kharif,847.0,141.0,20.0,77.0,28.39
guar seed,kharif,2352.0,394.0,25.0,77.0,8.18
sannhamp,kharif,2164.0,362.0,33.0,77.0,2.74
sunflower,summer,3562.0,596.0,23.0,77.0,17.07
tobacco,summer,405.0,67.0,34.0,77.0,30.89
turmeric,rabi,1828.0,306.0,33.0,77.0,28.17
arhar/tur,kharif,2574.0,431.0,21.0,156.0,6.76
gram,rabi,720.0,120.0,39.0,156.0,7.97
groundnut,kharif,1214.0,203.0,40.0,156.0,12.67
maize,summer,47.0,7.0,38.0,156.0,20.0
peas and beans  pulses,rabi,6396.0,1071.0,25.0,156.0,10.28
sesamum,kharif,1745.0,292.0,30.0,156.0,2.29
sunflower,kharif,24.0,4.0,23.0,156.0,4.17
tobacco,whole year,6.0,1.0,29.0,156.0,15.0
urad,summer,77.0,12.0,34.0,156.0,2.47
masoor,rabi,5097.0,853.0,20.0,137.0,9.88
arhar/tur,rabi,1248.0,209.0,26.0,168.0,4.35
bajra,kharif,59.0,9.0,32.0,168.0,3.73
barley,rabi,2310.0,386.0,16.0,168.0,14.45
castor seed,kharif,70.0,11.0,22.0,168.0,6.0
cotton lint,kharif,143.0,23.0,17.0,168.0,30.14
groundnut,autumn,1471.0,246.0,28.0,168.0,8.62
horse-gram,kharif,2046.0,342.0,22.0,168.0,4.81
jowar,kharif,23.0,3.0,39.0,168.0,2.61
linseed,rabi,4121.0,690.0,30.0,168.0,3.59
moong green gram,kharif,806.0,135.0,35.0,168.0,7.16
moong green gram,rabi,1936.0,324.0,16.0,168.0,6.66
niger seed,kharif,3569.0,597.0,34.0,168.0,6.75
safflower,rabi,422.0,70.0,31.0,168.0,8.58
sannhamp,kharif,703.0,117.0,17.0,168.0,37.34
sesamum,autumn,944.0,158.0,27.0,168.0,5.7
sesamum,winter,1086.0,181.0,21.0,168.0,6.23
small millets,kharif,1020.0,170.0,21.0,168.0,6.65
small millets,rabi,500.0,83.0,28.0,168.0,14.32
soyabean,kharif,581.0,97.0,21.0,168.0,8.16
sunflower,kharif,6812.0,1141.0,30.0,168.0,11.65
bajra,kharif,4244.0,639.0,40.0,92.0,11.4
castor seed,kharif,100.0,15.0,20.0,92.0,9.6
groundnut,kharif,762.0,114.0,32.0,92.0,10.22
horse-gram,kharif,8006.0,1207.0,15.0,92.0,9.68
jowar,kharif,2631.0,396.0,18.0,92.0,10.71
ragi,kharif,7935.0,1196.0,24.0,92.0,11.81
safflower,rabi,104.0,15.0,24.0,92.0,8.08
sannhamp,kharif,1231.0,185.0,24.0,92.0,8.04
sesamum,kharif,2208.0,332.0,22.0,92.0,8.82
small millets,kharif,2886.0,435.0,34.0,92.0,7.65
bajra,kharif,373.0,56.0,30.0,136.0,4.24
barley,rabi,2811.0,423.0,27.0,136.0,4.74
castor seed,kharif,90.0,13.0,17.0,136.0,3.33
coriander,whole year,2959.0,446.0,23.0,136.0,2.84
cotton lint,kharif,131.0,19.0,36.0,136.0,10.53
dry chillies,whole year,6486.0,978.0,39.0,136.0,10.1
garlic,whole year,1175.0,177.0,30.0,136.0,26.73
ginger,whole year,1905.0,287.0,38.0,136.0,11.98
horse-gram,rabi,1509.0,227.0,29.0,136.0,2.82
jowar,kharif,6235.0,940.0,15.0,136.0,7.15
mesta,kharif,1222.0,184.0,28.0,136.0,18.6
moong green gram,rabi,6946.0,1047.0,28.0,136.0,2.28
onion,whole year,5428.0,818.0,37.0,136.0,34.29
safflower,rabi,681.0,102.0,37.0,136.0,2.86
sannhamp,whole year,1239.0,186.0,21.0,136.0,3.39
sunflower,kharif,3182.0,479.0,34.0,136.0,3.49
tobacco,whole year,18.0,2.0,29.0,136.0,4.44
turmeric,whole year,1046.0,157.0,23.0,136.0,9.03
urad,rabi,3385.0,510.0,39.0,136.0,2.51
dry chillies,whole year,6500.0,980.0,18.0,46.0,10.31
garlic,whole year,7200.0,1085.0,26.0,46.0,47.92
maize,summer,4000.0,603.0,23.0,46.0,20.75
urad,summer,400.0,60.0,33.0,46.0,12.5
castor seed,kharif,1262.0,190.0,32.0,30.0,4.8
coriander,whole year,294.0,44.0,31.0,30.0,10.44
groundnut,kharif,2606.0,392.0,36.0,30.0,11.78
horse-gram,kharif,343.0,51.0,32.0,30.0,3.97
masoor,rabi,2620.0,395.0,28.0,30.0,9.82
moth,kharif,591.0,89.0,32.0,30.0,3.76
peas and beans  pulses,rabi,1114.0,167.0,37.0,30.0,13.68
sannhamp,kharif,78.0,11.0,29.0,30.0,3.72
sesamum,kharif,1459.0,220.0,23.0,30.0,3.97
sunflower,kharif,3891.0,586.0,23.0,30.0,21.59
turmeric,whole year,287.0,43.0,18.0,30.0,9.23
urad,kharif,2156.0,325.0,30.0,30.0,3.78
arhar/tur,kharif,21.0,3.0,29.0,103.0,3.33
bajra,kharif,2435.0,367.0,23.0,103.0,5.08
coriander,rabi,144.0,21.0,40.0,103.0,3.19
dry chillies,kharif,630.0,95.0,27.0,103.0,3.25
garlic,rabi,4298.0,648.0,32.0,103.0,14.02
gram,rabi,450.0,67.0,25.0,103.0,9.38
groundnut,kharif,22.0,3.0,24.0,103.0,8.64
horse-gram,kharif,1910.0,288.0,37.0,103.0,3.9
linseed,rabi,932.0,140.0,31.0,103.0,3.69
masoor,rabi,608.0,91.0,32.0,103.0,7.11
moong green gram,kharif,282.0,42.0,25.0,103.0,4.72
moth,kharif,14.0,2.0,24.0,103.0,2.86
peas and beans  pulses,kharif,1381.0,208.0,33.0,103.0,12.93
peas and beans  pulses,rabi,2477.0,373.0,15.0,103.0,19.31
ragi,kharif,2338.0,352.0,27.0,103.0,10.48
sesamum,kharif,2632.0,396.0,32.0,103.0,3.53
small millets,kharif,5095.0,768.0,30.0,103.0,6.74
soyabean,kharif,617.0,93.0,37.0,103.0,13.52
turmeric,kharif,283.0,42.0,33.0,103.0,5.58
castor seed,kharif,3004.0,453.0,16.0,104.0,3.54
horse-gram,rabi,77.0,11.0,18.0,104.0,3.51
jowar,rabi,2469.0,372.0,31.0,104.0,20.15
mesta,kharif,307.0,46.0,19.0,104.0,3.75
ragi,kharif,415.0,62.0,32.0,104.0,3.06
safflower,rabi,236.0,35.0,39.0,104.0,6.06
sannhamp,kharif,2820.0,425.0,21.0,104.0,19.37
sunflower,whole year,48.0,7.0,16.0,104.0,7.92
tobacco,whole year,148.0,22.0,19.0,104.0,4.53
turmeric,whole year,1435.0,216.0,18.0,104.0,10.75
urad,rabi,6608.0,996.0,29.0,104.0,5.2
sesamum,rabi,900.0,135.0,32.0,100.0,3.22
sunflower,summer,3900.0,588.0,39.0,100.0,8.97
arhar/tur,kharif,445.0,67.0,18.0,117.0,9.15
cowpea lobia,kharif,840.0,126.0,39.0,117.0,9.89
gram,rabi,710.0,107.0,36.0,117.0,8.51
groundnut,kharif,3245.0,489.0,18.0,117.0,7.9
maize,rabi,6800.0,1025.0,39.0,117.0,27.94
masoor,rabi,624.0,94.0,24.0,117.0,8.24
moong green gram,kharif,340.0,51.0,38.0,117.0,9.15
soyabean,kharif,4855.0,732.0,32.0,117.0,8.12
urad,kharif,1450.0,218.0,25.0,117.0,10.92
wheat,rabi,2400.0,361.0,34.0,117.0,25.0
arhar/tur,kharif,205.0,30.0,19.0,205.0,9.76
cotton lint,kharif,7.0,1.0,26.0,205.0,8.57
cowpea lobia,kharif,938.0,141.0,35.0,205.0,9.66
cowpea lobia,rabi,130.0,19.0,27.0,205.0,11.46
maize,kharif,5995.2,904.0,20.0,205.0,12.96
maize,rabi,180.0,27.0,34.0,205.0,16.39
potato,rabi,171.0,25.0,32.0,205.0,37.02
rapeseed andmustard,rabi,290.0,43.0,28.0,205.0,6.93
rice,rabi,306.0,46.0,32.0,205.0,19.25
sesamum,kharif,697.0,105.0,25.0,205.0,7.27
soyabean,kharif,1076.0,162.0,22.0,205.0,14.1
sugarcane,whole year,1323.0,199.0,25.0,205.0,51.36
tobacco,whole year,70.0,10.0,39.0,205.0,8.29
arhar/tur,kharif,2880.0,434.0,36.0,129.0,8.99
bajra,kharif,680.0,102.0,17.0,129.0,10.15
barley,rabi,500.0,75.0,25.0,129.0,10.0
castor seed,kharif,300.0,45.0,38.0,129.0,6.67
gram,rabi,760.0,114.0,21.0,129.0,8.42
groundnut,kharif,810.0,122.0,39.0,129.0,10.12
horse-gram,kharif,420.0,63.0,32.0,129.0,10.48
jowar,kharif,180.0,27.0,26.0,129.0,9.44
jute,kharif,3010.0,453.0,40.0,129.0,19.04
linseed,rabi,5740.0,865.0,30.0,129.0,8.07
maize,rabi,5140.0,775.0,39.0,129.0,19.59
masoor,rabi,2050.0,309.0,17.0,129.0,8.15
mesta,kharif,1810.0,272.0,22.0,129.0,11.05
peas and beans  pulses,kharif,2270.0,342.0,39.0,129.0,13.13
peas and beans  pulses,rabi,7020.0,1058.0,29.0,129.0,10.46
ragi,kharif,310.0,46.0,17.0,129.0,9.35
rice,rabi,3550.0,535.0,31.0,129.0,25.21
sesamum,kharif,3540.0,533.0,37.0,129.0,6.02
sunflower,kharif,260.0,39.0,32.0,129.0,8.08
sunflower,rabi,2020.0,304.0,36.0,129.0,6.09
urad,kharif,310.0,46.0,22.0,129.0,10.0
urad,rabi,730.0,110.0,25.0,129.0,7.95
wheat,rabi,3270.0,493.0,16.0,129.0,18.01
arhar/tur,kharif,2400.0,361.0,35.0,33.0,12.08
bajra,kharif,3000.0,452.0,17.0,33.0,10.0
gram,rabi,2400.0,361.0,40.0,33.0,12.92
groundnut,kharif,1600.0,241.0,32.0,33.0,18.12
masoor,rabi,900.0,135.0,21.0,33.0,7.78
moong green gram,kharif,4800.0,723.0,27.0,33.0,8.75
peas and beans  pulses,rabi,900.0,135.0,25.0,33.0,13.33
sesamum,kharif,5400.0,814.0,32.0,33.0,3.52
urad,kharif,2500.0,377.0,32.0,33.0,4.8
gram,rabi,7036.0,1061.0,37.0,70.0,6.44
arhar/tur,kharif,1498.0,225.0,30.0,188.0,7.5
cotton lint,kharif,922.0,139.0,39.0,188.0,14.54
gram,rabi,164.0,24.0,20.0,188.0,7.74
groundnut,kharif,232.0,34.0,21.0,188.0,10.86
groundnut,rabi,365.0,55.0,39.0,188.0,13.15
maize,kharif,3948.0,595.0,23.0,188.0,13.11
masoor,rabi,475.0,71.0,19.0,188.0,6.82
moong green gram,kharif,386.0,58.0,19.0,188.0,5.36
moong green gram,rabi,281.0,42.0,21.0,188.0,5.8
peas and beans  pulses,rabi,995.0,150.0,25.0,188.0,7.62
rapeseed andmustard,rabi,2132.0,321.0,31.0,188.0,7.98
sesamum,kharif,2085.0,314.0,21.0,188.0,5.7
urad,kharif,827.0,124.0,29.0,188.0,6.19
urad,rabi,554.0,83.0,28.0,188.0,6.7
wheat,rabi,334.0,50.0,38.0,188.0,24.76
coriander,rabi,6675.0,1006.0,30.0,74.0,5.41
cotton lint,kharif,5074.0,765.0,17.0,74.0,2.33
ginger,kharif,822.0,123.0,27.0,74.0,48.94
guar seed,kharif,2438.0,367.0,16.0,74.0,8.14
maize,rabi,7261.0,1094.0,25.0,74.0,31.31
sannhamp,kharif,2528.0,381.0,17.0,74.0,3.69
small millets,summer,53.0,7.0,37.0,74.0,13.96
sunflower,summer,2721.0,410.0,32.0,74.0,7.81
tobacco,summer,438.0,66.0,18.0,74.0,32.1
turmeric,rabi,1755.0,264.0,34.0,74.0,28.31
arhar/tur,kharif,2531.0,381.0,30.0,130.0,7.77
gram,rabi,599.0,90.0,19.0,130.0,8.45
groundnut,kharif,1067.0,160.0,26.0,130.0,11.57
maize,summer,51.0,7.0,23.0,130.0,20.0
moong green gram,summer,12.0,1.0,32.0,130.0,7.5
moth,kharif,20.0,3.0,17.0,130.0,4.0
onion,whole year,2322.0,350.0,31.0,130.0,52.92
peas and beans  pulses,rabi,6117.0,922.0,31.0,130.0,9.84
sesamum,kharif,1778.0,268.0,38.0,130.0,2.73
urad,summer,114.0,17.0,16.0,130.0,5.09
arhar/tur,rabi,1434.0,216.0,17.0,156.0,14.31
bajra,kharif,60.0,9.0,20.0,156.0,4.17
barley,rabi,2387.0,359.0,36.0,156.0,14.81
castor seed,kharif,72.0,10.0,30.0,156.0,5.97
cotton lint,kharif,418.0,63.0,34.0,156.0,37.22
groundnut,autumn,1895.0,285.0,26.0,156.0,9.07
horse-gram,kharif,1933.0,291.0,28.0,156.0,4.95
jowar,autumn,26.0,3.0,24.0,156.0,3.85
linseed,rabi,3841.0,579.0,32.0,156.0,3.5
moong green gram,kharif,1244.0,187.0,22.0,156.0,7.68
moong green gram,rabi,1941.0,292.0,24.0,156.0,7.79
niger seed,kharif,3272.0,493.0,34.0,156.0,6.9
safflower,rabi,487.0,73.0,17.0,156.0,8.73
sannhamp,kharif,763.0,115.0,30.0,156.0,42.96
sesamum,autumn,1172.0,176.0,29.0,156.0,6.11
sesamum,winter,1030.0,155.0,39.0,156.0,7.02
small millets,autumn,1057.0,159.0,33.0,156.0,7.22
small millets,rabi,525.0,79.0,24.0,156.0,13.58
soyabean,kharif,543.0,81.0,35.0,156.0,8.08
sunflower,kharif,7345.0,1107.0,33.0,156.0,13.06
bajra,kharif,2638.0,381.0,37.0,106.0,11.38
castor seed,kharif,158.0,22.0,17.0,106.0,9.56
groundnut,kharif,892.0,128.0,19.0,106.0,10.24
horse-gram,kharif,8221.0,1187.0,35.0,106.0,9.52
jowar,kharif,1233.0,178.0,37.0,106.0,10.65
ragi,kharif,7034.0,1016.0,29.0,106.0,10.15
safflower,rabi,1644.0,237.0,33.0,106.0,8.05
sannhamp,kharif,1397.0,201.0,17.0,106.0,8.05
sesamum,kharif,2277.0,329.0,33.0,106.0,8.72
small millets,kharif,2768.0,399.0,25.0,106.0,7.54
barley,rabi,2702.0,390.0,16.0,141.0,9.03
castor seed,rabi,45.0,6.0,37.0,141.0,3.56
coriander,rabi,17.0,2.0,20.0,141.0,5.29
coriander,whole year,2849.0,411.0,34.0,141.0,2.97
cotton lint,whole year,49.0,7.0,35.0,141.0,14.29
dry chillies,whole year,6410.0,926.0,35.0,141.0,7.22
garlic,whole year,1277.0,184.0,20.0,141.0,26.57
ginger,whole year,1802.0,260.0,34.0,141.0,11.03
guar seed,kharif,26.0,3.0,20.0,141.0,8.08
horse-gram,rabi,1366.0,197.0,33.0,141.0,2.63
jowar,whole year,5153.0,744.0,20.0,141.0,6.44
maize,rabi,33.0,4.0,27.0,141.0,35.45
maize,summer,127.0,18.0,17.0,141.0,18.35
mesta,kharif,1098.0,158.0,20.0,141.0,18.26
moong green gram,rabi,6562.0,948.0,34.0,141.0,2.15
potato,kharif,1805.0,260.0,17.0,141.0,49.31
ragi,kharif,7648.0,1105.0,28.0,141.0,2.53
safflower,rabi,532.0,76.0,23.0,141.0,3.46
sannhamp,kharif,1469.0,212.0,38.0,141.0,3.05
sunflower,kharif,3031.0,437.0,16.0,141.0,0.41
sunflower,summer,31.0,4.0,37.0,141.0,16.13
sweet potato,whole year,3643.0,526.0,25.0,141.0,53.24
tobacco,whole year,22.0,3.0,21.0,141.0,6.82
turmeric,whole year,1123.0,162.0,21.0,141.0,8.53
urad,rabi,3451.0,498.0,39.0,141.0,2.64
dry chillies,whole year,6274.0,906.0,39.0,100.0,10.34
maize,summer,6541.0,945.0,24.0,100.0,20.45
urad,summer,1253.0,181.0,27.0,100.0,6.39
castor seed,kharif,700.0,101.0,32.0,45.0,10.0
coriander,whole year,2540.0,367.0,37.0,45.0,12.09
groundnut,kharif,5600.0,809.0,27.0,45.0,11.96
horse-gram,kharif,600.0,86.0,15.0,45.0,6.67
maize,kharif,8000.0,1155.0,28.0,45.0,30.0
masoor,rabi,2500.0,361.0,26.0,45.0,9.6
moong green gram,kharif,7100.0,1025.0,15.0,45.0,5.07
moth,kharif,300.0,43.0,38.0,45.0,3.33
peas and beans  pulses,rabi,1000.0,144.0,32.0,45.0,13.0
sesamum,kharif,1300.0,187.0,19.0,45.0,4.62
sunflower,kharif,3900.0,563.0,17.0,45.0,28.46
urad,kharif,1600.0,231.0,17.0,45.0,3.75
arhar/tur,kharif,71.0,10.0,24.0,121.0,3.24
bajra,kharif,731.0,105.0,22.0,121.0,5.47
coriander,rabi,144.0,20.0,28.0,121.0,2.99
dry chillies,kharif,419.0,60.0,18.0,121.0,3.41
garlic,rabi,4961.0,716.0,20.0,121.0,15.15
gram,rabi,475.0,68.0,16.0,121.0,9.43
groundnut,kharif,49.0,7.0,35.0,121.0,6.33
horse-gram,kharif,1750.0,252.0,21.0,121.0,3.5
linseed,rabi,1087.0,157.0,23.0,121.0,2.51
masoor,rabi,529.0,76.0,31.0,121.0,6.82
moong green gram,kharif,300.0,43.0,32.0,121.0,4.73
moth,kharif,27.0,3.0,39.0,121.0,3.7
peas and beans  pulses,kharif,1265.0,182.0,36.0,121.0,13.26
peas and beans  pulses,rabi,22.0,3.0,24.0,121.0,3.18
ragi,kharif,1927.0,278.0,31.0,121.0,9.21
rapeseed andmustard,rabi,8459.0,1222.0,29.0,121.0,4.97
sesamum,kharif,1802.0,260.0,21.0,121.0,3.27
